涛哥直播,#genre#
海南卫视,http://cn.samzhao.cloud:3001/itv/bestzb/5000000004000006211$TG•IPV4『线路26』
海南卫视,http://beijinglive.online.domybox.com:91/live/LYWS-1500k/live.m3u8$TG•IPV4『线路27』
海南卫视,https://vip.taoiptv.cn/source/itv.php?id=海南卫视.m3u8&sign=ugxuj7$TG•IPV4『线路28』
海南卫视,https://vip.taoiptv.cn/source/jsyd.php?id=LYWS.m3u8&sign=ugxuj7$TG•IPV4『线路29』
海南卫视,http://tvbox6.com/tv/bjcckd.php?id=39$TG•IPV4『线路30』
海南卫视,http://tvbox6.com/tv/bst8m.php?id=51$TG•IPV4『线路31』
海南卫视,http://tvbox6.com/tv/cqyx2.php?id=hainanSD$TG•IPV4『线路32』
海南卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=136$TG•IPV4『线路33』
海南卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=47$TG•IPV4『线路34』
海南卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=48$TG•IPV4『线路35』
海南卫视,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000004000006211/index.m3u8?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000004000006211$TG•IPV4『线路36』
海南卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000006211/1.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=3$TG•IPV4『线路37』
海南卫视,http://b.tvbox6.icu/tv/migu.php?id=hinws$TG•IPV4『线路38』
海南卫视,http://beijinglive.online.domybox.com:91/live/LYWS-1500k/live.m3u8$TG•IPV4『线路39』
海南卫视,http://video.qd.sdu.edu.cn/liverespath/6439a34cf7b96bdfd8c4234fc91cb4912c9becd1/index.m3u8$TG•IPV4『线路40』
海南卫视,http://tvbox6.com/tv/bfgd.php?id=473$TG•IPV4『线路41』
海南卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=136$TG•IPV4『线路42』
海南卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=48$TG•IPV4『线路43』
海南卫视,https://live3.hnntv.cn/srs/tv/lywsgq.m3u8$TG•IPV4『线路44』
海南卫视,https://vip.taoiptv.cn/source/itv.php?id=海南卫视.m3u8&sign=h51x7y$TG•IPV4『线路45』
海南卫视,https://vip.taoiptv.cn/source/jsyd.php?id=LYWS.m3u8&sign=h51x7y$TG•IPV4『线路46』
海南卫视,http://mdxgh.tpddns.cn:88/mdxgh/hainan$TG•IPV4『线路47』
海南卫视,https://vip.taoiptv.cn/source/itv.php?id=海南卫视.m3u8&sign=06zcwd$TG•IPV4『线路48』
海南卫视,https://vip.taoiptv.cn/source/jsyd.php?id=LYWS.m3u8&sign=06zcwd$TG•IPV4『线路49』
海南卫视,http://ttkx.live:55/lib/aikan.php?id=hinws$TG•IPV4『线路50』
海南卫视,http://livelyws.chinamcache.com/lyws/zb01.m3u8$TG•IPV4『线路51』
三沙卫视,http://mdxgh.tpddns.cn:88/mdxgh/sansha$TG•IPV4『线路1』
三沙卫视,https://live2.hnntv.cn/srs/tv/ssws.m3u8?_upt=37795f2b1723270237$TG•IPV4『线路2』
三沙卫视,http://beijinglive.online.domybox.com:91/live/SSWS-1500k/live.m3u8$TG•IPV4『线路3』
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8$TG•IPV4『线路4』
三沙卫视,http://2d026c.tv.netsite.cc/proxy/1337100319/1337100319.m3u8$TG•IPV4『线路5』
三沙卫视,http://www.zzlag.top:9087/tsfile/live/1049_1.m3u8?key=txiptv$TG•IPV4『线路6』
三沙卫视,https://live3.hnntv.cn/srs/tv/ssws.m3u8$TG•IPV4『线路7』
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8$TG•IPV4『线路8』
三沙卫视,https://live3.hnntv.cn/srs/tv/ssws.m3u8$TG•IPV4『线路9』
三沙卫视,http://beijinglive.online.domybox.com:91/live/SSWS-1500k/live.m3u8$TG•IPV4『线路10』
三沙卫视,http://tvbox6.com/tv/cqyx2.php?id=sanshaSD$TG•IPV4『线路11』
三沙卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=126$TG•IPV4『线路12』
三沙卫视,http://beijinglive.online.domybox.com:91/live/SSWS-1500k/live.m3u8$TG•IPV4『线路13』
三沙卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=126$TG•IPV4『线路14』
三沙卫视,http://mdxgh.tpddns.cn:88/mdxgh/sansha$TG•IPV4『线路15』
三沙卫视,https://live2.hnntv.cn/srs/tv/ssws.m3u8?_upt=37795f2b1723270237$TG•IPV4『线路16』
农林卫视,http://beijinglive.online.domybox.com:91/live/NLWS-1500k/live.m3u8$TG•IPV4『线路1』
农林卫视,http://mdxgh.tpddns.cn:88/mdxgh/nonglin$TG•IPV4『线路2』
农林卫视,http://beijinglive.online.domybox.com:91/live/NLWS-1500k/live.m3u8$TG•IPV4『线路3』
农林卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266003&livemode=1&stbId=3$TG•IPV4『线路4』
农林卫视,http://beijinglive.online.domybox.com:91/live/NLWS-1500k/live.m3u8$TG•IPV4『线路5』
农林卫视,http://tvbox6.com/tv/bfgd.php?id=122$TG•IPV4『线路6』
农林卫视,http://mdxgh.tpddns.cn:88/mdxgh/nonglin$TG•IPV4『线路7』
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880$TG•IPV4『线路1』
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880$TG•IPV4『线路2』
内蒙古卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NEIMENGGU.m3u8&sign=h51x7y$TG•IPV4『线路3』
内蒙古卫视,http://mdxgh.tpddns.cn:88/mdxgh/neimenggu$TG•IPV4『线路4』
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws$TG•IPV4『线路5』
内蒙古卫视,http://beijinglive.online.domybox.com:91/live/NMGWS-1500k/live.m3u8$TG•IPV4『线路6』
内蒙古卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NEIMENGGU.m3u8&sign=06zcwd$TG•IPV4『线路7』
内蒙古卫视,http://ttkx.live:55/lib/aikan.php?id=nmws$TG•IPV4『线路8』
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880$TG•IPV4『线路9』
内蒙古卫视,http://jxcbn.ws-cdn.gitv.tv/hls/NMGWS/index.m3u8?gMac=unknown&livodToken=2a83b67dcfa26ef08cccea70c6900e92c66ba17041ea398942b524ec061b5631_1720508642_604800&fromCDN=ws$TG•IPV4『线路10』
内蒙古卫视,http://jxcbn.ws-cdn.gitv.tv/hls/NMGWS/index.m3u8?gMac=unknown&livodToken=30a8892d01f8950ddc2fc51db0c6f0d5460e667cedb296d32ceae78c3a78bf59_1720519199_604800&fromCDN=ws$TG•IPV4『线路11』
内蒙古卫视,http://jxcbn.ws-cdn.gitv.tv/hls/NMGWS/index.m3u8?gMac=unknown&livodToken=45f671f780a4313a8f00f533b032270414131071b89052a0db28d9c40fc7b280_1720504913_604800&fromCDN=ws$TG•IPV4『线路12』
内蒙古卫视,http://beijinglive.online.domybox.com:91/live/NMGWS-1500k/live.m3u8$TG•IPV4『线路13』
内蒙古卫视,http://rihou.cc:567/dd.php?id=nmws$TG•IPV4『线路14』
内蒙古卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NEIMENGGU.m3u8&sign=ugxuj7$TG•IPV4『线路15』
内蒙古卫视,http://tvbox6.com/tv/bjcckd.php?id=23$TG•IPV4『线路16』
内蒙古卫视,http://tvbox6.com/tv/bst8m.php?id=26$TG•IPV4『线路17』
内蒙古卫视,http://tvbox6.com/tv/cqyx2.php?id=neimengkuSD$TG•IPV4『线路18』
内蒙古卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=134$TG•IPV4『线路19』
内蒙古卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=53$TG•IPV4『线路20』
内蒙古卫视,http://b.tvbox6.icu/tv/migu.php?id=nmws$TG•IPV4『线路21』
内蒙古卫视,http://beijinglive.online.domybox.com:91/live/NMGWS-1500k/live.m3u8$TG•IPV4『线路22』
内蒙古卫视,http://video.qd.sdu.edu.cn/liverespath/5a601b122fcaacb6480b65cb74ee8f76347020d6/index.m3u8$TG•IPV4『线路23』
内蒙古卫视,http://tvbox6.com/tv/bfgd.php?id=110$TG•IPV4『线路24』
内蒙古卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=134$TG•IPV4『线路25』
内蒙古卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=53$TG•IPV4『线路26』
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880$TG•IPV4『线路27』
内蒙古卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NEIMENGGU.m3u8&sign=h51x7y$TG•IPV4『线路28』
内蒙古卫视,http://mdxgh.tpddns.cn:88/mdxgh/neimenggu$TG•IPV4『线路29』
内蒙古卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NEIMENGGU.m3u8&sign=06zcwd$TG•IPV4『线路30』
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws$TG•IPV4『线路31』
内蒙古卫视,http://ttkx.live:55/lib/aikan.php?id=nmws$TG•IPV4『线路32』
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880$TG•IPV4『线路33』
厦门卫视,http://1b6467f415.iok.la:9931/tsfile/live/1093_1.m3u8$TG•IPV4『线路1』
厦门卫视,http://beijinglive.online.domybox.com:91/live/XMWS-1500k/live.m3u8$TG•IPV4『线路2』
厦门卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_XIAMEN.m3u8&sign=h51x7y$TG•IPV4『线路3』
厦门卫视,http://mdxgh.tpddns.cn:88/mdxgh/xiamen$TG•IPV4『线路4』
厦门卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_XIAMEN.m3u8&sign=06zcwd$TG•IPV4『线路5』
厦门卫视,http://beijinglive.online.domybox.com:91/live/XMWS-1500k/live.m3u8$TG•IPV4『线路6』
厦门卫视,http://ott.mobaibox.com/PLTV/3/224/3221226996/index.m3u8$TG•IPV4『线路7』
厦门卫视,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1033$TG•IPV4『线路8』
厦门卫视,http://1b6467f415.iok.la:9931/tsfile/live/1093_1.m3u8$TG•IPV4『线路9』
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8$TG•IPV4『线路10』
厦门卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_XIAMEN.m3u8&sign=z6sj8k$TG•IPV4『线路11』
厦门卫视,http://beijinglive.online.domybox.com:91/live/XMWS-1500k/live.m3u8$TG•IPV4『线路12』
厦门卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_XIAMEN.m3u8&sign=ugxuj7$TG•IPV4『线路13』
厦门卫视,http://tvbox6.com/tv/bjcckd.php?id=50$TG•IPV4『线路14』
厦门卫视,http://tvbox6.com/tv/bst8m.php?id=52$TG•IPV4『线路15』
厦门卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=124$TG•IPV4『线路16』
厦门卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266006&livemode=1&stbId=3$TG•IPV4『线路17』
厦门卫视,http://beijinglive.online.domybox.com:91/live/XMWS-1500k/live.m3u8$TG•IPV4『线路18』
厦门卫视,http://video.qd.sdu.edu.cn/liverespath/151ef24b315bb7709d1a2f7a35d260932c6e9eb5/index.m3u8$TG•IPV4『线路19』
厦门卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=124$TG•IPV4『线路20』
厦门卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_XIAMEN.m3u8&sign=h51x7y$TG•IPV4『线路21』
厦门卫视,http://mdxgh.tpddns.cn:88/mdxgh/xiamen$TG•IPV4『线路22』
厦门卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_XIAMEN.m3u8&sign=06zcwd$TG•IPV4『线路23』
厦门卫视,http://ott.mobaibox.com/PLTV/3/224/3221226996/index.m3u8$TG•IPV4『线路24』
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8$TG•IPV4『线路25』
宁夏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1088_1.m3u8$TG•IPV4『线路1』
宁夏卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NINGXIA.m3u8&sign=h51x7y$TG•IPV4『线路2』
宁夏卫视,http://mdxgh.tpddns.cn:88/mdxgh/ningxia$TG•IPV4『线路3』
宁夏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1088_1.m3u8$TG•IPV4『线路4』
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws$TG•IPV4『线路5』
宁夏卫视,http://beijinglive.online.domybox.com:91/live/NXWS-1500k/live.m3u8$TG•IPV4『线路6』
宁夏卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NINGXIA.m3u8&sign=06zcwd$TG•IPV4『线路7』
宁夏卫视,http://ttkx.live:55/lib/aikan.php?id=nxws$TG•IPV4『线路8』
宁夏卫视,http://bjlive.u.domybox.com:91/live/NXWS-1500k/live.m3u8$TG•IPV4『线路9』
宁夏卫视,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1590245808_-2084121214/envivo_x/2018/SD/ningxia/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261057&timezone=UTC&mtv_session=83a38128827a852ce1724296852f857e&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=17f4b89974b2ed1e654453d44f9968b1&咪咕$TG•IPV4『线路10』
宁夏卫视,http://jxcbn.ws-cdn.gitv.tv/hls/NXWS/index.m3u8?gMac=unknown&livodToken=1d0f5b089f7253cd270a0328999578de85020e6d867e554cc1164c662985c537_1720508667_604800&fromCDN=ws$TG•IPV4『线路11』
宁夏卫视,http://jxcbn.ws-cdn.gitv.tv/hls/NXWS/index.m3u8?gMac=unknown&livodToken=bb22c5f4d3c4454881ad6741e0393486ff814674e1f47dda0fb9f0458516c2dc_1720518643_604800&fromCDN=ws$TG•IPV4『线路12』
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8$TG•IPV4『线路13』
宁夏卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NINGXIA.m3u8&sign=z6sj8k$TG•IPV4『线路14』
宁夏卫视,http://beijinglive.online.domybox.com:91/live/NXWS-1500k/live.m3u8$TG•IPV4『线路15』
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8$TG•IPV4『线路16』
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8$TG•IPV4『线路17』
宁夏卫视,http://rihou.cc:567/dd.php?id=nxws$TG•IPV4『线路18』
宁夏卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NINGXIA.m3u8&sign=ugxuj7$TG•IPV4『线路19』
宁夏卫视,http://tvbox6.com/tv/bjcckd.php?id=48$TG•IPV4『线路20』
宁夏卫视,http://tvbox6.com/tv/bst8m.php?id=27$TG•IPV4『线路21』
宁夏卫视,http://tvbox6.com/tv/cqyx2.php?id=ningxia$TG•IPV4『线路22』
宁夏卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=137$TG•IPV4『线路23』
宁夏卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=58$TG•IPV4『线路24』
宁夏卫视,http://beijinglive.online.domybox.com:91/live/NXWS-1500k/live.m3u8$TG•IPV4『线路25』
宁夏卫视,http://video.qd.sdu.edu.cn/liverespath/eefad27700cf7ea30b4f5145f0b8d466a27c1478/index.m3u8$TG•IPV4『线路26』
宁夏卫视,http://tvbox6.com/tv/bfgd.php?id=118$TG•IPV4『线路27』
宁夏卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=137$TG•IPV4『线路28』
宁夏卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=58$TG•IPV4『线路29』
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.flv$TG•IPV4『线路30』
宁夏卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NINGXIA.m3u8&sign=h51x7y$TG•IPV4『线路31』
宁夏卫视,http://mdxgh.tpddns.cn:88/mdxgh/ningxia$TG•IPV4『线路32』
宁夏卫视,http://ttkx.live:55/lib/aikan.php?id=nxws$TG•IPV4『线路33』
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws$TG•IPV4『线路34』
宁夏卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_NINGXIA.m3u8&sign=06zcwd$TG•IPV4『线路35』
宁夏卫视,http://bjlive.outside.live.pthv.gitv.tv/live/NXWS-1500k/live.m3u8$TG•IPV4『线路36』
宁夏卫视,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1590245808_-2084121214/envivo_x/2018/SD/ningxia/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261057&timezone=UTC&mtv_session=83a38128827a852ce1724296852f857e&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=17f4b89974b2ed1e654453d44f9968b1&咪咕$TG•IPV4『线路37』
甘肃卫视,http://1b6467f415.iok.la:9931/tsfile/live/1091_1.m3u8$TG•IPV4『线路1』
甘肃卫视,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000023$TG•IPV4『线路2』
甘肃卫视,https://vip.taoiptv.cn/source/itv.php?id=甘肃卫视.m3u8&sign=h51x7y$TG•IPV4『线路3』
甘肃卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_GANSU.m3u8&sign=h51x7y$TG•IPV4『线路4』
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031121/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031121$TG•IPV4『线路5』
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$TG•IPV4『线路6』
甘肃卫视,http://mdxgh.tpddns.cn:88/mdxgh/gansu$TG•IPV4『线路7』
甘肃卫视,https://jump.taoiptv.cn/iptv1.php?id=101170&num=1&sign=fk3aks$TG•IPV4『线路8』
甘肃卫视,http://ttkx.live:55/lib/aikan.php?id=gsws$TG•IPV4『线路9』
甘肃卫视,http://1b6467f415.iok.la:9931/tsfile/live/1091_1.m3u8$TG•IPV4『线路10』
甘肃卫视,https://jump.taoiptv.cn/iptv3.php?id=101170&num=3&sign=fk3aks$TG•IPV4『线路11』
甘肃卫视,https://jump.taoiptv.cn/iptv2.php?id=101170&num=2&sign=fk3aks$TG•IPV4『线路12』
甘肃卫视,https://vip.taoiptv.cn/source/itv.php?id=甘肃卫视.m3u8&sign=06zcwd$TG•IPV4『线路13』
甘肃卫视,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031121$TG•IPV4『线路14』
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws$TG•IPV4『线路15』
甘肃卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_GANSU.m3u8&sign=06zcwd$TG•IPV4『线路16』
甘肃卫视,http://beijinglive.online.domybox.com:91/live/GSWS-1500k/live.m3u8$TG•IPV4『线路17』
甘肃卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1590536221_1219061924/envivo_v/2018/SD/gansu/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261933&timezone=UTC&mtv_session=c42270b736c7f7ad784d63391d3520bc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9de29b7faceedf77d9b5796d2c8448a3&咪咕$TG•IPV4『线路18』
甘肃卫视,http://live.nctv.top/886/sxg.php?id=gsws_4000$TG•IPV4『线路19』
甘肃卫视,http://jxcbn.ws-cdn.gitv.tv/hls/GSWS/index.m3u8?gMac=unknown&livodToken=171a8342304b3c81ad3c96545782987d838c6b9fb512cc6905270159a52113c2_1720508692_604800&fromCDN=ws$TG•IPV4『线路20』
甘肃卫视,http://jxcbn.ws-cdn.gitv.tv/hls/GSWS/index.m3u8?gMac=unknown&livodToken=1f008f9c479b5020aeef5a06fdc0eab078c524bf6bce296cb5ef2c1523a85824_1720518759_604800&fromCDN=ws$TG•IPV4『线路21』
甘肃卫视,http://www.zzlag.top:9087/tsfile/live/0141_1.m3u8?key=txiptv$TG•IPV4『线路22』
甘肃卫视,http://jxcbn.ws-cdn.gitv.tv/hls/GSWS/index.m3u8?gMac=unknown&livodToken=abae7cfdc425438c30f02fcfa56c8547560a619eefb5dc5e583cc0d3c225a6c3_1720504927_604800&fromCDN=ws$TG•IPV4『线路23』
甘肃卫视,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000023$TG•IPV4『线路24』
甘肃卫视,https://vip.taoiptv.cn/source/itv.php?id=甘肃卫视.m3u8&sign=z6sj8k$TG•IPV4『线路25』
甘肃卫视,http://beijinglive.online.domybox.com:91/live/GSWS-1500k/live.m3u8$TG•IPV4『线路26』
甘肃卫视,https://hls.gstv.com.cn/49048r/6e1sy2.m3u8$TG•IPV4『线路27』
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8$TG•IPV4『线路28』
甘肃卫视,http://cn.samzhao.cloud:3001/itv/bestzb/5000000011000031121$TG•IPV4『线路29』
甘肃卫视,http://rihou.cc:567/dd.php?id=gsws$TG•IPV4『线路30』
甘肃卫视,https://vip.taoiptv.cn/source/itv.php?id=甘肃卫视.m3u8&sign=ugxuj7$TG•IPV4『线路31』
甘肃卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_GANSU.m3u8&sign=ugxuj7$TG•IPV4『线路32』
甘肃卫视,http://tvbox6.com/tv/bjcckd.php?id=46$TG•IPV4『线路33』
甘肃卫视,http://tvbox6.com/tv/bst8m.php?id=28$TG•IPV4『线路34』
甘肃卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=140$TG•IPV4『线路35』
甘肃卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=59$TG•IPV4『线路36』
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000002000017827/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000002000017827$TG•IPV4『线路37』
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031121/index.m3u8?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031121$TG•IPV4『线路38』
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$TG•IPV4『线路39』
甘肃卫视,http://b.tvbox6.icu/tv/migu.php?id=gsws$TG•IPV4『线路40』
甘肃卫视,http://beijinglive.online.domybox.com:91/live/GSWS-1500k/live.m3u8$TG•IPV4『线路41』
甘肃卫视,http://video.qd.sdu.edu.cn/liverespath/975463fd39229112f75925af024d6ed11de84a0e/index.m3u8$TG•IPV4『线路42』
甘肃卫视,http://tvbox6.com/tv/bfgd.php?id=119$TG•IPV4『线路43』
甘肃卫视,http://tvbox6.com/tv/zb/bjcucc.php?id=140$TG•IPV4『线路44』
甘肃卫视,http://tvbox6.com/tv/zb/cqcucc.php?id=59$TG•IPV4『线路45』
甘肃卫视,https://hlss.gstv.com.cn/49048r/y3nga4.flv$TG•IPV4『线路46』
甘肃卫视,https://vip.taoiptv.cn/source/itv.php?id=甘肃卫视.m3u8&sign=h51x7y$TG•IPV4『线路47』
甘肃卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_GANSU.m3u8&sign=h51x7y$TG•IPV4『线路48』
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031121/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031121$TG•IPV4『线路49』
甘肃卫视,http://mdxgh.tpddns.cn:88/mdxgh/gansu$TG•IPV4『线路50』
甘肃卫视,https://jump.taoiptv.cn/iptv2.php?id=101170&num=2&sign=fk3aks$TG•IPV4『线路51』
甘肃卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_GANSU.m3u8&sign=06zcwd$TG•IPV4『线路52』
甘肃卫视,https://jump.taoiptv.cn/iptv3.php?id=101170&num=3&sign=fk3aks$TG•IPV4『线路53』
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws$TG•IPV4『线路54』
甘肃卫视,http://bjlive.outside.live.pthv.gitv.tv/live/GSWS-1500k/live.m3u8$TG•IPV4『线路55』
甘肃卫视,http://ttkx.live:55/lib/aikan.php?id=gsws$TG•IPV4『线路56』
甘肃卫视,https://jump.taoiptv.cn/iptv1.php?id=101170&num=1&sign=fk3aks$TG•IPV4『线路57』
甘肃卫视,https://vip.taoiptv.cn/source/itv.php?id=甘肃卫视.m3u8&sign=06zcwd$TG•IPV4『线路58』
甘肃卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1590536221_1219061924/envivo_v/2018/SD/gansu/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261933&timezone=UTC&mtv_session=c42270b736c7f7ad784d63391d3520bc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9de29b7faceedf77d9b5796d2c8448a3&咪咕$TG•IPV4『线路59』
甘肃卫视,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/gsws_4000.m3u8$TG•IPV4『线路60』
甘肃卫视,http://[2409:8c02:21c:60::2b]/live.rxip.sc96655.com/live/gsws_4000.m3u8$TG•IPV4『线路61』
青海卫视,http://1b6467f415.iok.la:9931/tsfile/live/1086_1.m3u8$TG•IPV4『线路1』
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8$TG•IPV4『线路2』
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8$TG•IPV4『线路3』
青海卫视,http://xgj.83mi.cn:7650/migu.php?token=djqjDOf4&id=qhws$TG•IPV4『线路4』
青海卫视,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000042$TG•IPV4『线路5』
青海卫视,https://vip.taoiptv.cn/source/itv.php?id=青海卫视.m3u8&sign=h51x7y$TG•IPV4『线路6』
青海卫视,https://vip.taoiptv.cn/source/jsyd.php?id=G_QINGHAI.m3u8&sign=h51x7y$TG•IPV4『线路7』
青海卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000002000013359/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000013359$TG•IPV4『线路8』
青海卫视,http://mdxgh.tpddns.cn:88/mdxgh/qinghai$TG•IPV4『线路9』
青海卫视,https://vip.taoiptv.cn/source/itv.php?id=青海卫视.m3u8&sign=06zcwd$TG•IPV4『线路10』
青海卫视,http://ygbh666.cn/aikmigu.php?id=qhws$TG•IPV4『线路11』
